S,B,is_validation,oom,latency_s,latency_min_s,latency_p90_s,latency_iters,latency_loop_s,memory_bytes,memory_bytes_warm,memory_base_bytes,energy_j,energy_iters,energy_window_s,mean_power_w,sm_clock_mhz,mem_clock_mhz,gpu_temp_c,flops_profiler,elapsed_s
112,32,1,0,0.0009149664547294378,0.0008757258765399456,0.0009179923217743635,300,0.000918881388073145,44262400,44262400,18572288,0.2986174496646477,1639,1.5060465950518847,324.97932109696524,1770,9501,71,7119765504,1.81
112,64,1,0,0.0015721393283456564,0.0014645201154053211,0.0015743966680020094,300,0.0015752935763526576,75228160,75228160,23847936,0.5029392033440512,954,1.5028300718404353,319.2669676902557,1650,9501,71,14239531008,2.01
112,95,1,0,0.002160195494070649,0.00210887985303998,0.0021629462018609045,300,0.002164735710409387,104702976,104702976,28435456,0.7008746397770104,694,1.5023265830241144,323.76914946557775,1605,9501,71,21136803840,2.2
112,98,1,0,0.0022037806920707226,0.0021420009434223175,0.002206839434802532,300,0.0022083511973238165,108198912,108198912,28507136,0.7132661764674327,680,1.5016788141801953,322.9858445213796,1590,9501,71,21804281856,2.21
112,128,1,0,0.002846029121428728,0.002805704716593027,0.0028488137759268284,251,0.00285182452532666,137880576,137880576,33022976,0.9286944971647841,527,1.5029115248471498,325.64924276272137,1575,9501,71,28479062016,2.27
112,167,1,0,0.0037575445603579283,0.0037074978463351727,0.003760372521355748,188,0.0037654480910895016,173138944,173138944,38921216,1.2254160400993543,399,1.502413788344711,325.4369760133356,1575,9501,72,37156276224,2.27
112,256,1,0,0.005481563974171877,0.005410452838987112,0.005485381558537483,129,0.005492565757680289,257811456,257811456,52290560,1.7752417582513649,273,1.4994704518467188,323.2081028377372,1515,9501,72,56958124032,2.29
128,1,0,0,0.00041250535286962986,0.0004054061137139797,0.00041827182285487653,300,0.0004155433650166452,15000576,15000576,13952000,0.08107178218097183,3636,1.510915675200522,195.09824727372168,1920,9501,66,290506752,1.66
128,2,0,0,0.0004277578555047512,0.000424038153141737,0.0004346038680523634,300,0.00043189046926758187,16245760,16245760,14148608,0.09879007415725923,3506,1.514207985252142,228.73872240059293,1920,9501,68,581013504,1.67
128,4,0,0,0.0004996615462005138,0.0004944521933794022,0.0005050924606621266,300,0.0005014315152914325,28697600,28697600,14541824,0.15232878081068685,3002,1.5052974089048803,303.7878078368353,1920,9501,72,1162027008,1.68
128,8,0,0,0.0004616393707692623,0.00045115500688552856,0.00046491487883031367,300,0.0004714796454042297,23847936,23847936,15328256,0.15845706370948975,3249,1.5318373679183424,336.0846332478136,1860,9501,74,2324054016,1.69
128,16,0,0,0.0006546250078827143,0.0006125341169536114,0.000656648213043809,300,0.0006566055762142086,33678336,33678336,16901120,0.21294194675204745,2291,1.504283375106752,324.3072469469526,1740,9501,74,4648108032,1.73
128,32,0,0,0.0011268414091318846,0.0010564797557890415,0.0011296121869236232,300,0.0011292918466988763,53601280,53601280,20046848,0.3631915852684978,1331,1.5030874479562044,321.6100305073239,1695,9501,73,9296216064,1.87
128,64,0,0,0.002007982926443219,0.0018597431480884552,0.0020105849020183087,300,0.002018547851288095,93447168,93447168,26338304,0.6395662650765186,747,1.5078552449122071,316.84473799736395,1605,9501,73,18592432128,2.15
128,95,1,0,0.00284602795727551,0.002667760942131281,0.002851625345647335,262,0.0028527893808156083,133293056,133293056,32629760,0.912963946867713,527,1.5034200036898255,320.02500885876754,1560,9501,73,27598141440,2.3
128,98,1,0,0.002888925839215517,0.0028476021252572536,0.002891306299716234,245,0.0028964449052191078,137880576,137880576,33022976,0.9416628130828255,519,1.503254905808717,325.1098653338933,1560,9501,73,28469661696,2.27
128,128,0,0,0.003807317465543747,0.0037565487436950207,0.0038349549286067486,186,0.0038307396548091606,173138944,173138944,38921216,1.2298371501399663,393,1.5054806843400002,321.0443050067401,1545,9501,73,37184864256,2.28
128,167,1,0,0.004743601661175489,0.004687120672315359,0.004752623941749334,149,0.004755248832870039,223470592,223470592,47309824,1.5307151898741722,316,1.5026586311869323,321.90012419398596,1530,9501,74,48514627584,2.29
128,256,0,0,0.007069576997309923,0.007019361015409231,0.007079402543604374,99,0.00708686201042443,332522496,332522496,64087040,2.28261792448894,212,1.502414746209979,322.09148719578855,1500,9501,74,74369728512,2.32
224,1,0,0,0.0005412152968347073,0.000535162165760994,0.0005555807147175074,300,0.0005385318682947472,86864896,86864896,14357504,0.17796932515234173,2771,1.4922718070447445,330.47129729922733,1920,9501,76,889030656,1.68
224,2,0,0,0.00044287252239882946,0.00043692486360669136,0.0004483677912503481,300,0.00044633796297198594,21439488,21439488,14959616,0.13786975782402014,3386,1.5113003426231444,308.89095094219766,1890,9501,76,1778061312,1.67
224,4,0,0,0.0005701337940990925,0.0005338951013982296,0.0005727794487029314,300,0.0005706190687565296,29008896,29008896,16163840,0.1848000000014958,2630,1.5007281508296728,323.8587879725166,1755,9501,76,3556122624,1.69
224,8,0,0,0.0009099843446165323,0.0008603469468653202,0.0009123499970883131,300,0.0009126600225058212,44262400,44262400,18572288,0.2965576456299106,1648,1.5040637170895934,324.9376967511679,1725,9501,76,7112245248,1.81
224,16,0,0,0.0015843710862100124,0.0014750822447240353,0.0015867318958044051,300,0.001588198162879141,75228160,75228160,23847936,0.5144704016866694,946,1.5024354620836675,323.93338168457484,1635,9501,76,14224490496,2.01
224,32,0,0,0.0029072288889437914,0.0028357142582535744,0.0029095503967255356,258,0.002913151682327384,137880576,137880576,33022976,0.9499572815536296,515,1.5002731163986027,326.092625837693,1560,9501,75,28448980992,2.3
224,64,0,0,0.005454564932733774,0.005414370913058519,0.005457352101802826,129,0.005468200938096338,257811456,257811456,52290560,1.7776788320854633,274,1.4982870570383966,325.0939115460399,1500,9501,75,56897961984,2.29
224,95,1,0,0.008122482569888234,0.00806062901392579,0.008129132445901632,86,0.008145684178959093,377140224,377140224,70956032,2.6391304347502147,184,1.498805888928473,323.9912543586314,1485,9501,75,84457912320,2.33
224,98,1,0,0.008296796586364508,0.00829015439376235,0.008300211047753692,84,0.008313050503946012,387466240,387466240,72762368,2.697211111171378,180,1.4963490907102823,324.4550372803671,1485,9501,75,87125004288,2.32
224,128,0,0,0.010784053476527333,0.010774502996355295,0.0108027967158705,64,0.010810678962135702,502391808,502391808,91350016,3.479035971190432,139,1.5026843757368624,321.81475218862033,1470,9501,76,113795923968,2.36
224,167,1,0,0.013773383805528283,0.013767729047685862,0.01377937439829111,50,0.013801916843038742,651289600,651289600,114418688,4.460703703678316,108,1.4906070190481842,323.19450656074315,1455,9501,76,148468119552,2.39
224,256,0,0,0.021030170377343893,0.021021238062530756,0.021078821551054717,33,0.021075817166079938,991028224,991028224,168944640,6.786507042151102,71,1.4963830187916756,322.00445603947986,1455,9501,76,227591847936,2.5
256,1,0,0,0.0004583066329360008,0.0004505300894379616,0.00046859122812747955,300,0.00045800317519442305,18736128,18736128,14541824,0.13726283618519972,3272,1.4985863892361522,299.6984379571854,1920,9501,77,1161086976,1.66
256,2,0,0,0.0004546621348708868,0.0004430031403899193,0.0004585547372698784,300,0.00045963103729677077,23847936,23847936,15328256,0.1413967869080497,3299,1.5163227920420468,307.6310680402416,1830,9501,77,2322173952,1.68
256,4,0,0,0.0006407028995454311,0.0005913702771067619,0.0006440804805606604,300,0.0006406451263160646,33678336,33678336,16901120,0.20476505766944567,2341,1.4997502407059073,319.6232192491918,1710,9501,77,4644347904,1.72
256,8,0,0,0.0011071350891143084,0.0010471688583493233,0.0011099346447736025,300,0.001109570871826751,53601280,53601280,20046848,0.3537821270404397,1354,1.5023589604534209,318.84590342389544,1680,9501,77,9288695808,1.86
256,16,0,0,0.0019695262890309095,0.0018279519863426685,0.00197200714610517,300,0.001973360521735993,93447168,93447168,26338304,0.6402141918451495,761,1.5017273570410907,324.42839754488654,1605,9501,77,18577391616,2.13
256,32,0,0,0.00377233256585896,0.0036933831870555878,0.0037759166676551103,190,0.0037795156545430346,173138944,173138944,38921216,1.2238060453301414,397,1.5004677148535848,323.7997027103481,1545,9501,77,37154783232,2.28
256,64,0,0,0.0071311399806290865,0.007079314906150103,0.007134710578247905,98,0.007140105100171197,332522496,332522496,64087040,2.3210095238117945,210,1.4994220710359514,325.06657692701805,1485,9501,77,74309566464,2.32
